,Symbol,Name
470,0P0000H1LZ.TO,"Phillips, Hager & North Canadian Money Market Fund O"
471,0P0000HLSD.TO,Manulife Fundamental Income Fund Series T
472,0P0000HMDL.TO,Mackenzie US Mid Cap Growth Class - T8
473,0P0000HP8G.TO,"Phillips, Hager & North Mortgage Pension Trust O"
474,0P0000HP8H.TO,"Phillips, Hager & North Dividend Income Fund O"
475,0P0000HXQZ.TO,"Phillips, Hager & North High Yield Bond Fund O"
476,0P0000HXR0.TO,"Phillips, Hager & North Overseas Equity Fund O"
477,0P0000I3A7.TO,Dynamic Power Global Growth Class Sr T
478,0P0000IL1K.TO,BMO SelectClass Income Portfolio A
479,0P0000IL1Q.TO,BMO SelectClass Balanced Portfolio A
480,0P0000IL2A.TO,"Phillips, Hager & North Short Term Bond & Mortgage Fund A"
481,0P0000IL2H.TO,"Phillips, Hager & North Canadian Money Market Fund A"
482,0P0000IL2X.TO,Symmetry Moderate Growth Portfolio - A
483,0P0000IL32.TO,"Phillips, Hager & North Total Return Bond Fund A"
484,0P0000IL33.TO,"Phillips, Hager & North Overseas Equity Fund A"
485,0P0000IL36.TO,"Phillips, Hager & North Bond Fund A"
486,0P0000IL38.TO,Symmetry Balanced Portfolio - A
487,0P0000IL3B.TO,"Phillips, Hager & North High Yield Bond Fund A"
488,0P0000IL3E.TO,"Phillips, Hager & North Dividend Income Fund A"
489,0P0000IL3I.TO,Symmetry Conservative Portfolio - A
490,0P0000IL3L.TO,Mackenzie Ivy Foreign Equity Fund - OJ
491,0P0000IM9W.TO,BMO SelectClass Income Portfolio T6
492,0P0000IM9X.TO,BMO SelectClass Balanced Portfolio T6
493,0P0000IMAE.TO,BMO SelectClass Income Portfolio T8
494,0P0000IMAF.TO,BMO SelectClass Income Portfolio Adv
495,0P0000IMAX.TO,BMO SelectClass Income Portfolio T5
496,0P0000IMC4.TO,BMO SelectClass Balanced Portfolio T5
497,0P0000IMCW.TO,Symmetry Conservative Portfolio - J
498,0P0000IMDA.TO,BMO SelectClass Balanced Portfolio T8
499,0P0000IMDD.TO,BMO SelectClass Balanced Portfolio Adv
500,0P0000IMDP.TO,Symmetry Balanced Portfolio - J
501,0P0000IMEA.TO,Symmetry Moderate Growth Portfolio - J
502,0P0000IRGY.TO,RBC Private U.S. Large-Cap Core Equity Pool O
503,0P0000IRUY.TO,TD Comfort Aggressive Growth Portfolio Investor Series
504,0P0000IUBY.TO,EdgePoint Cdn Growth & Income Port Sr A
505,0P0000IUYH.TO,TD Comfort Growth Portfolio - I
506,0P0000IUYH.TO,TD Comfort Growth Portfolio - I
507,0P0000IUYI.TO,TD Comfort Balanced Growth Portfolio Investor Series
508,0P0000IUYJ.TO,TD Comfort Balanced Portfolio Investor Series
509,0P0000IUYK.TO,TD Comfort Balanced Income Portfolio Investor Series
510,0P0000IUYM.TO,EdgePoint Global Growth & Inc Port Sr A
511,0P0000IUYN.TO,EdgePoint Canadian Portfolio Series A
512,0P0000IUYO.TO,EdgePoint Global Portfolio Series A
513,0P0000J25Q.TO,Scotia INNOVA Income Portfolio
514,0P0000J25T.TO,Scotia INNOVA Growth Portfolio
515,0P0000J25U.TO,Scotia INNOVA Balanced Income Portfolio
516,0P0000J25V.TO,Scotia INNOVA Balanced Growth Portfolio
517,0P0000J25V.TO,Scotia INNOVA Balanced Growth Portfolio
518,0P0000J2C9.TO,Desjardins SocieTerra Balanced Portfolio A
519,0P0000JB6Y.TO,Fidelity Balanced Private Pool Cl B
520,0P0000JB70.TO,Fidelity Bal Income Private Pool Cl B
521,0P0000JBJC.TO,Fidelity Bal Income Private Pool Cl I
522,0P0000JBJE.TO,Fidelity Balanced Private Pool Cl I
523,0P0000JBNC.TO,Fidelity Balanced Private Pool Cl S8
524,0P0000JBNE.TO,Fidelity Balanced Private Pool Cl S5
525,0P0000JBNG.TO,Fidelity Balanced Private Pool Cl I8
526,0P0000JBNJ.TO,Fidelity Balanced Private Pool Cl I5
527,0P0000JBNK.TO,Fidelity Bal Income Private Pool Cl S8
528,0P0000JBNM.TO,Fidelity Bal Income Private Pool Cl S5
529,0P0000JNM5.TO,RBC Select Very Conservative Portfolio A
530,0P0000JNM6.TO,Dynamic Strategic Yield Sr A
531,0P0000JO4F.TO,EdgePoint Canadian Portfolio Series B
532,0P0000JO4M.TO,EdgePoint Global Portfolio Series B
533,0P0000JO4P.TO,EdgePoint Cdn Growth & Income Port Sr B
534,0P0000JO4Q.TO,EdgePoint Global Growth & Inc Port Sr B
535,0P0000JRD3.TO,RBC Select Very Conservative Portfolio Adv
536,0P0000JSP6.TO,"Phillips, Hager & North Short Term Bond & Mortgage Fund O"
537,0P0000JVZY.TO,AGF American Growth Class Series V
538,0P0000JW00.TO,AGF American Growth Class Series T
539,0P0000KO5V.TO,Dynamic Strategic Yield Sr I
540,0P0000KO5Z.TO,Dynamic Strategic Yield Series O
541,0P0000KOCT.TO,Dynamic Global Infrastructure Ser I
542,0P0000KODL.TO,Dynamic Power Global Growth Class Sr I
543,0P0000KODS.TO,Dynamic Global Dividend Series I
544,0P0000KODU.TO,Dynamic Global Infrastructure Series O
545,0P0000KOE7.TO,Dynamic Global Dividend Series O
546,0P0000KOEH.TO,Dynamic Power American Growth Series O
547,0P0000KWGC.TO,Manulife Monthly High Income GIF Select Original 75 E
548,0P0000LYFA.TO,Mackenzie Canadian Bond Fund - Inv
549,0P0000LYFD.TO,Mackenzie Canadian Bond Fund - Adv
550,0P0000M531.TO,GWL Real Estate (GWLRA) 100/100
551,0P0000M532.TO,GWL Real Estate (GWLRA) 75/100
552,0P0000M538.TO,GWL Real Estate (GWLRA) 75/75
553,0P0000M560.TO,LON Moderate Profile (PSG) 100/100
554,0P0000M562.TO,LON Moderate Profile (PSG) 75/100
555,0P0000M566.TO,LON Moderate Profile (PSG) 75/75
556,0P0000M56N.TO,LON Mortgage (P) 100/100
557,0P0000M56R.TO,LON Mortgage (P) 75/100
558,0P0000M56V.TO,LON Mortgage (P) 75/75
559,0P0000M5AY.TO,LON Dividend (GWLIM) 100/100
560,0P0000M5AZ.TO,LON Dividend (GWLIM) 75/100
561,0P0000M5B0.TO,LON Dividend (GWLIM) 75/75
562,0P0000M5L6.TO,LON Conservative Profile (PSG) 100/100
563,0P0000M5L8.TO,LON Conservative Profile (PSG) 75/100
564,0P0000M5LD.TO,LON Conservative Profile (PSG) 75/75
565,0P0000M5LP.TO,LON Balanced Profile (PSG) 75/100
566,0P0000M5MS.TO,LON Balanced Profile (PSG) 75/75
567,0P0000M5NI.TO,LON Balanced Profile (PSG) 100/100
568,0P0000M5NS.TO,LON Balanced (BG) 100/100
569,0P0000M5NY.TO,LON Balanced (BG) 75/100
570,0P0000M5P3.TO,LON Balanced (BG) 75/75
571,0P0000M5PI.TO,Manulife Monthly High Income GIF Select InvPlus E FE
572,0P0000M5RP.TO,Manulife Monthly High Income GIF Select InvestmentPlus
573,0P0000M5WK.TO,Mackenzie Global Dividend Fund - A
574,0P0000M5WO.TO,Invesco Global Companies Fund Series H
575,0P0000MM7K.TO,BMO Asset Allocation Advisor
576,0P0000MM7O.TO,BMO Asset Allocation Classic
577,0P0000MM7Q.TO,BMO Asset Allocation T5
578,0P0000MOFR.TO,Mawer Global Equity
579,0P0000MOJP.TO,Renaissance Corporate Bond Cl A
580,0P0000MOJQ.TO,Renaissance Corporate Bond Prem
581,0P0000MOTX.TO,Manulife Global Equity Class Series Adv
582,0P0000MOW7.TO,CIBC Managed Income Portfolio - Class T4
583,0P0000MOW8.TO,CIBC Managed Income Portfolio - Class T6
584,0P0000MOWB.TO,CIBC Managed Income Plus Portfolio - Class T4
585,0P0000MOWC.TO,CIBC Managed Income Plus Portfolio - Class T6
586,0P0000MOWW.TO,CIBC Managed Balanced Growth Portfolio - Class T4
587,0P0000MOWX.TO,CIBC Managed Balanced Growth Portfolio - Class T6
588,0P0000MOWY.TO,CIBC Managed Balanced Growth Portfolio - Class T8
589,0P0000MV1Q.TO,Renaissance Optimal Income Pt Sel Cl T6
590,0P0000N465.TO,Scotia INNOVA Balanced Growth Port T
591,0P0000N465.TO,Scotia INNOVA Balanced Growth Port T
592,0P0000N466.TO,Scotia INNOVA Balanced Income Port T
593,0P0000N467.TO,Scotia INNOVA Income Portfolio T
594,0P0000N46B.TO,"Phillips, Hager & North Monthly Income Fund A"
595,0P0000N46C.TO,"Phillips, Hager & North Monthly Income Fund D"
596,0P0000N46O.TO,Manulife Yield Opportunities Fund Series Adv
597,0P0000NCUF.TO,Beutel Goodman American Equity Class I
598,0P0000NCUI.TO,Beutel Goodman Balanced Class I
599,0P0000NCUK.TO,Beutel Goodman Canadian Equity Class I
600,0P0000NCV2.TO,Franklin Bissett Core Plus Bond Fund O
601,0P0000NDAH.TO,CI Cambridge Asset Allocation Corporate Class I
602,0P0000NDAI.TO,CI Cambridge Asset Allocation Corporate Class IT8
603,0P0000NDAJ.TO,CI Cambridge Asset Allocation Corporate Class IT5
604,0P0000NDAS.TO,CI Canadian Investment Class I
605,0P0000NDCF.TO,CI Portfolio Series Balanced Class I
606,0P0000NDCR.TO,CI Portfolio Series Income Class I
607,0P0000NDD5.TO,CI Signature Canadian Balanced Class U
608,0P0000NDD7.TO,CI Sig High Income Class I
609,0P0000NDD8.TO,CI Signature Canadian Balanced Class I
610,0P0000NDFF.TO,CI Signature Glbl Inc & Gr Corp Cl I T5
611,0P0000NDFG.TO,CI Signature Glbl Inc & Gr Corp Cl I T8
612,0P0000NDFK.TO,CI Signature Global Income & Growth I
613,0P0000NDFU.TO,CI Signature Income & Growth Class I
614,0P0000NDFV.TO,CI Signature Select Canadian Class Z
615,0P0000NDFX.TO,CI Signature Select Canadian Class I
616,0P0000NDGO.TO,CI Signature Glbl Inc & Gr Corp Cl I
617,0P0000NDHU.TO,DFA Canadian Core Equity Class I
618,0P0000NDIC.TO,Dynamic Power Global Growth Class Sr OP
619,0P0000NDJ3.TO,Fidelity Canadian Opportunities Series O
620,0P0000NDJ5.TO,Fidelity Canadian Money Market Series C
621,0P0000NDJ7.TO,Fidelity Canadian Money Market Series D
622,0P0000NDMW.TO,Mackenzie Strategic Income Fund O
623,0P0000NDN1.TO,Mackenzie Income Fund - O
624,0P0000NDN3.TO,Mackenzie Global Strategic Income Fund Sr O
625,0P0000NDN4.TO,Mackenzie Global Strategic Income Fund Sr A
626,0P0000NDNB.TO,Mackenzie Canadian Bond Fund series SB
627,0P0000NDNC.TO,Mackenzie Canadian Bond Fund - O
628,0P0000NDND.TO,Mackenzie Canadian Bond Fund - J
629,0P0000NDNE.TO,Mackenzie Canadian Bond G
630,0P0000NDNI.TO,Mackenzie Canadian Dividend Fund G
631,0P0000NDNL.TO,Mackenzie Canadian Dividend Fund - O
632,0P0000NDPF.TO,CI Black Creek Global Leaders Fund Class AT6
633,0P0000NDQ4.TO,Mackenzie Symmetry Balanced Portfolio Fund Series I
634,0P0000NDQ5.TO,Symmetry Balanced Portfolio - O
635,0P0000NDQ6.TO,Symmetry Conservative Port G
636,0P0000NDQ9.TO,Symmetry Balanced Port G
637,0P0000NDQA.TO,Symmetry Moderate Growth Port G
638,0P0000NDQN.TO,Mackenzie US Mid Cap Growth Class - O
639,0P0000NDQO.TO,Mackenzie Canadian Growth Balanced G
640,0P0000NDQQ.TO,Mackenzie Canadian Growth Balanced Fund - O
641,0P0000NDQY.TO,Mackenzie Canadian Growth G
642,0P0000NDQZ.TO,Mackenzie Canadian Growth Fund - J
643,0P0000NDR0.TO,Mackenzie Canadian Growth Fund - O
644,0P0000NDRG.TO,Mackenzie Global Dividend Fund - O
645,0P0000NDSP.TO,Mackenzie Ivy Foreign Equity Series G
646,0P0000NDSQ.TO,Mackenzie Ivy Foreign Equity Fund - O
647,0P0000NDSR.TO,Mackenzie Ivy Global Balanced Fund Series O
648,0P0000NF96.TO,CI Portfolio Series Balanced Gr Cl A T5
649,0P0000NFGW.TO,CI Signature Canadian Bond Class I
650,0P0000NFGW.TO,CI Signature Canadian Bond Class I
651,0P0000NFHG.TO,Dynamic Power Global Growth Class Sr O
652,0P0000NFMQ.TO,HSBC Mortgage Fund Institutional Series
653,0P0000NFWD.TO,Franklin Quotential Balanced Growth Portfolio I
654,0P0000NFWL.TO,Franklin Quotential Balanced Growth Portfolio O
655,0P0000NFXM.TO,Franklin Quotential Balanced Growth Portfolio OT
656,0P0000NFZM.TO,Renaissance Global Growth Class O
657,0P0000NG3P.TO,Sentry Canadian Income Fund Series I
658,0P0000NG4F.TO,Scotia Canadian Income Fund Class I
659,0P0000NG7K.TO,United Canadian Fixed Income Pool Cl E
660,0P0000NG7K.TO,United Canadian Fixed Income Pool Cl E
661,0P0000NH4J.TO,Dynamic Power Global Growth Class Series IP
662,0P0000NHZ7.TO,NBI Bond Fund - O
663,0P0000NOED.TO,RBC Emerging Markets Equity Fund A
664,0P0000NOEE.TO,RBC Emerging Markets Equity Fund D
665,0P0000NOFH.TO,RBC Emerging Markets Equity Fund Adv
666,0P0000NXF5.TO,Dynamic Power American Growth Series OP
667,0P0000OXA6.TO,"Phillips, Hager & North US Multi-Style All-Cap Equity Fund A"
668,0P0000OXA7.TO,"Phillips, Hager & North US Multi-Style All-Cap Equity Fund D"
669,0P0000P2BG.TO,RBC Emerging Markets Equity Fund O
670,0P0000PPQJ.TO,Quadrus Mackenzie Canadian Large Cap Dividend D5
671,0P0000PSOS.TO,Dynamic Total Return Bond Fund Series A
672,0P0000PTKU.TO,Manulife Monthly High Income Fund Series T6
673,0P0000PTRQ.TO,EdgePoint Glbl Port (non-HST) Sr A(N)
674,0P0000PTRR.TO,EdgePoint Glbl Port (non-HST) Sr B(N)
675,0P0000PTRS.TO,EdgePoint Cdn Port (non-HST) Sr A(N)
676,0P0000PTRV.TO,EdgePoint Glbl Gr & Inc Pt (non-HST)B(N)
677,0P0000PTRW.TO,EdgePoint Cdn Port (non-HST) Sr B(N)
678,0P0000PTRX.TO,EdgePoint Cdn Gr & Inc Pt (non-HST) A(N)
679,0P0000PTRY.TO,EdgePoint Glbl Gr & Inc Pt (non-HST)A(N)
680,0P0000PTS3.TO,EdgePoint Cdn Gr & Inc Pt (non-HST) B(N)
681,0P0000PTSQ.TO,RBC Emerging Markets Bond Fund A
682,0P0000PTSU.TO,RBC Emerging Markets Bond Fund Adv
683,0P0000PTSV.TO,RBC Emerging Markets Bond Fund D
684,0P0000PWAS.TO,TD Canadian Core Plus Bond - P
685,0P0000PWAW.TO,TD Canadian Bond - P
686,0P0000PWBE.TO,TD Income Advantage Portfolio - P
687,0P0000PWBJ.TO,TD Short Term Bond - P
688,0P0000PYCB.TO,Sun Life MFS US Growth A
689,0P0000PYCH.TO,Sun Life MFS International Value A
690,0P0000PYCL.TO,Sun Life Money Market A
691,0P0000PYCL.TO,Sun Life Money Market A
692,0P0000PYYQ.TO,Select Income Managed Corporate Class (Class AT5)
693,0P0000PYYT.TO,CI Select Income Managed Corporate Class (Class IT5)
694,0P0000PYYW.TO,Select Income Managed Corporate Class (Class AT8)
695,0P0000PYYX.TO,Select Income Managed Corporate Class (Class A)
696,0P0000PYYY.TO,CI Select Income Managed Corporate Class (Class IT8)
697,0P0000PYYZ.TO,CI Select Income Managed Corporate Class (Class I)
698,0P0000PYZ2.TO,Select Income Managed Corporate Class (Class U)
699,0P0000PYZ4.TO,Select Income Managed Corporate Class (Class Z)
700,0P0000Q34X.TO,RBC High Yield Bond Fund Adv
701,0P0000Q34X.TO,RBC High Yield Bond Fund Adv
702,0P0000Q34Y.TO,RBC High Yield Bond Fund A
703,0P0000Q34Y.TO,RBC High Yield Bond Fund A
704,0P0000Q34Z.TO,RBC High Yield Bond Fund D
705,0P0000Q34Z.TO,RBC High Yield Bond Fund D
706,0P0000Q351.TO,RBC Monthly Income Bond Fund Adv
707,0P0000Q352.TO,RBC Monthly Income Bond Fund A
708,0P0000Q353.TO,RBC Monthly Income Bond Fund D
709,0P0000Q3VK.TO,"Phillips, Hager & North Enhanced Total Return Bond Fund O"
710,0P0000Q5PH.TO,Beutel Goodman Canadian Equity Class B
711,0P0000Q5Q2.TO,Beutel Goodman American Equity Class B
712,0P0000Q64L.TO,CI Income Fund (Class A units)
713,0P0000Q64N.TO,CI Income Fund (Class I units)
714,0P0000Q6B3.TO,Manulife Monthly High Income GIF Select InvPlus E DSC
715,0P0000Q6C5.TO,Manulife Monthly High Income GIF Select InvPlus F
716,0P0000Q6GH.TO,Beutel Goodman Balanced Class B
717,0P0000RRF5.TO,RBC High Yield Bond Fund O
718,0P0000RRF5.TO,RBC High Yield Bond Fund O
719,0P0000RTVZ.TO,Mackenzie Canadian Bond Fund - SC
720,0P0000RTXR.TO,Mackenzie Strategic Income Fund J
721,0P0000RTXZ.TO,Mackenzie US Mid Cap Growth Class - J
722,0P0000RTY1.TO,Mackenzie Canadian Growth Balanced Fund - J
723,0P0000RVOR.TO,Mackenzie Ivy Foreign Equity Fund - J
724,0P0000RYMA.TO,Mackenzie Symmetry Conservative Portfolio Fund Series O
725,0P0000RYMB.TO,Symmetry Moderate Growth Portfolio - O
726,0P0000S8P7.TO,Dynamic Total Return Bond Fund Series G
727,0P0000S8PJ.TO,Dynamic Global Dividend Series G
728,0P0000S8PU.TO,Dynamic Power Global Growth Class Sr G
729,0P0000S8PY.TO,Dynamic Strategic Yield Series G
730,0P0000S8VE.TO,iA Bond SRP Other
731,0P0000S8VE.TO,iA Bond SRP Other
732,0P0000S8VI.TO,iA Diversified SRP Other
733,0P0000S9O5.TO,PIMCO Monthly Income A
734,0P0000S9O7.TO,PIMCO Monthly Income O
735,0P0000SI2R.TO,Sun Life MFS US Growth H
736,0P0000SLK9.TO,Signature Diversified Yield Fund A
737,0P0000SNHS.TO,Scotia Canadian Income-M
738,0P0000SNHV.TO,Scotia Canadian Dividend-PF
739,0P0000SOXS.TO,Manulife Strategic Income Fund Series H
740,0P0000SPS0.TO,SEI Canadian Fixed Income Cl E
741,0P0000SVCP.TO,IG Core Portfolio Income C
742,0P0000T2W5.TO,Symmetry Moderate Growth Portfolio - B
743,0P0000T2W6.TO,Symmetry Moderate Growth Portfolio - C
744,0P0000T2W7.TO,Symmetry Balanced Portfolio - B
745,0P0000T36U.TO,IG Mackenzie Canadian Corporate Bond Fund C
746,0P0000TF7S.TO,Symmetry Balanced Portfolio - C
747,0P0000TF7T.TO,Symmetry Conservative Portfolio - B
748,0P0000TF7V.TO,Symmetry Moderate Growth Portfolio - DZ
749,0P0000TF9Q.TO,BlueBay Global Monthly Income Bond Fund Adv
750,0P0000TF9R.TO,BlueBay Global Monthly Income Bond Fund A
751,0P0000TF9S.TO,BlueBay Global Monthly Income Bond Fund D
752,0P0000TG30.TO,Mawer Global Small Cap Series O
753,0P0000TG31.TO,Mawer Global Equity Series O
754,0P0000TNU2.TO,Manulife World Investment Class Series T6
755,0P0000TP82.TO,Sentry U.S. Growth and Income Fund Series A
756,0P0000TUHJ.TO,BlueBay Global Monthly Income Bond Fund O
757,0P0000TYGM.TO,IA Clarington Strategic Income Fund A
758,0P0000TYGN.TO,IA Clarington Strategic Income Fund T6
759,0P0000TYGO.TO,IA Clarington Strategic Income Fund T8
760,0P0000TYGR.TO,IA Clarington Strategic Income EX
761,0P0000TYGS.TO,IA Clarington Strategic Income E6X
762,0P0000TYOL.TO,Sun Life MFS International Value A-T8
763,0P0000TYOM.TO,Sun Life MFS International Value A-T5
764,0P0000TYON.TO,Sun Life MFS US Growth A-T5
765,0P0000TYOO.TO,Sun Life MFS US Growth A-T8
766,0P0000TZZ2.TO,IA Clarington Strategic Income Fund L
767,0P0000TZZ3.TO,IA Clarington Strategic Income Fund L6
768,0P0000TZZ4.TO,IA Clarington Strategic Income Fund L8
769,0P0000U5JQ.TO,Manulife U.S. All Cap Equity Fund Series Adv
770,0P0000UD73.TO,Mackenzie Ivy Foreign Equity Fund - O6
771,0P0000UD76.TO,Mackenzie Canadian Dividend Fund O6
772,0P0000UD7B.TO,Mackenzie Global Strategic Income Fund Sr O6
773,0P0000UD7D.TO,Mackenzie Income Fund - J
774,0P0000UD7I.TO,Mackenzie Canadian Growth Balanced Fund - O6
775,0P0000UD7J.TO,Mackenzie Global Dividend Fund - O6
776,0P0000UF8O.TO,DFA Global 60EQ-40FI Portfolio A
777,0P0000UF8S.TO,DFA Global Equity Portfolio A
778,0P0000UF9Z.TO,RBC Emerging Markets Bond Fund O
779,0P0000UIA3.TO,IG Core Portfolio Income Balanced A-RDSP
780,0P0000UIA4.TO,IG Core Portfolio Income Balanced B-RDSP
781,0P0000UIA5.TO,IG Core Portfolio Balanced A-RDSP
782,0P0000UIA6.TO,IG Core Portfolio Balanced B-RDSP
783,0P0000UIA7.TO,IG Core Portfolio Balanced Growth A-RDSP
784,0P0000UIA7.TO,IG Core Portfolio Balanced Growth A-RDSP
785,0P0000UIA8.TO,IG Core Portfolio Balanced Growth B-RDSP
786,0P0000UIA8.TO,IG Core Portfolio Balanced Growth B-RDSP
787,0P0000ULDB.TO,CI Cambridge Asset Allocation Corporate Class ET5
788,0P0000ULDC.TO,CI Cambridge Asset Allocation Corporate Class E
789,0P0000ULDE.TO,CI Cambridge Asset Allocation Corporate Class ET8
790,0P0000ULDP.TO,CI Canadian Investment Fund Class E
791,0P0000ULET.TO,Select Income Managed Corporate Class (Class E)
792,0P0000ULEX.TO,CI Signature Canadian Bond Fund Class E
793,0P0000ULEX.TO,CI Signature Canadian Bond Fund Class E
794,0P0000ULF8.TO,CI Signature Global Income & Growth Corporate Class ET5
795,0P0000ULF9.TO,CI Signature Global Income & Growth Corporate Class E
796,0P0000ULFA.TO,CI Signature Global Income & Growth Corporate Class ET8
797,0P0000ULFB.TO,CI Signature Global Income & Growth Fund Class E
798,0P0000ULFE.TO,CI Signature High Income Fund Class E
799,0P0000ULFI.TO,CI Signature Income & Growth Fund Class E
800,0P0000ULFL.TO,CI Signature Select Canadian Fund Class E
801,0P0000UOI4.TO,Fidelity Monthly Income Class A
802,0P0000UOI5.TO,Fidelity Monthly Income Class B
803,0P0000UOI9.TO,Fidelity Monthly Income Class S5
804,0P0000UOIA.TO,Fidelity Monthly Income Class S8
805,0P0000UOIB.TO,Fidelity Monthly Income Class T5
806,0P0000UOIC.TO,Fidelity Monthly Income Class T8
807,0P0000UP1M.TO,Desjardins Chorus II Moderate Low Volatility Portfolio A
808,0P0000UP1M.TO,Desjardins Chorus II Moderate Low Volatility Portfolio A
809,0P0000UP1N.TO,Desjardins Chorus II Balanced Low Volatility Portfolio A
810,0P0000UP1O.TO,Desjardins Chorus II Growth Portfolio A
811,0P0000UP1O.TO,Desjardins Chorus II Growth Portfolio A
812,0P0000UP1P.TO,Desjardins Chorus II Aggressive Growth Portfolio A
813,0P0000UQXZ.TO,CIBC Balanced Index Premium Class
814,0P0000UQY1.TO,CIBC US Broad Market Index Premium Class
815,0P0000UR9M.TO,IG Mackenzie Core U.S. Equity Fund C DSC
816,0P0000UR9M.TO,IG Mackenzie Core U.S. Equity Fund C DSC
817,0P0000UR9O.TO,IG Mackenzie Core U.S. Equity Fund A
818,0P0000UR9O.TO,IG Mackenzie Core U.S. Equity Fund A
819,0P0000UR9P.TO,IG Mackenzie Core U.S. Equity Fund B
820,0P0000UR9P.TO,IG Mackenzie Core U.S. Equity Fund B
821,0P0000UR9S.TO,IG Putnam U.S. Growth C
822,0P0000UR9U.TO,IG Putnam U.S. Growth A
823,0P0000UR9V.TO,IG Putnam U.S. Growth B
824,0P0000URIF.TO,CIBC CANADIAN SHORT-TERM BOND INDEX Premium Class
825,0P0000URIG.TO,CIBC CANADIAN BOND INDEX Premium Class
826,0P0000US2E.TO,Mackenzie Canadian Bond Fund - AR
827,0P0000US2I.TO,Symmetry Balanced Portfolio - AR
828,0P0000US2J.TO,Symmetry Conservative Portfolio - AR
829,0P0000US2L.TO,Symmetry Moderate Growth Portfolio - AR
830,0P0000UVX6.TO,TD Global Low Volatility I
831,0P0000UVX7.TO,TD Global Low Volatility A
832,0P0000UW38.TO,Fidelity NorthStar Sr O
833,0P0000UZWG.TO,Manulife Maritime Life E Port Monthly High Inc Seg MLEP
834,0P0000V5D7.TO,Sun Life Granite Conservative Portfolio A
835,0P0000V5D9.TO,Sun Life Granite Conservative Portfolio T5
836,0P0000V5DA.TO,Sun Life Granite Moderate Portfolio A
837,0P0000V5DC.TO,Sun Life Granite Moderate Portfolio T5
838,0P0000V5DD.TO,Sun Life Granite Balanced Portfolio A
839,0P0000V5DF.TO,Sun Life Granite Balanced Portfolio T5
840,0P0000V5DG.TO,Sun Life Granite Balanced Growth Portfolio A
841,0P0000V5DI.TO,Sun Life Granite Balanced Growth Portfolio T5
842,0P0000V5DJ.TO,Sun Life Granite Balanced Growth Portfolio T8
843,0P0000V5KA.TO,Mackenzie Canadian Bond Fund - LB
844,0P0000V5KE.TO,Mackenzie Income Fund - LB
845,0P0000V5KG.TO,Mackenzie Strategic Income Fund LX
846,0P0000V5KK.TO,Mackenzie US Mid Cap Growth Class - LB
847,0P0000V5KZ.TO,Symmetry Balanced Portfolio - LB
848,0P0000V5L0.TO,Symmetry Balanced Portfolio - LM
849,0P0000V5L1.TO,Symmetry Conservative Portfolio - LB
850,0P0000V5L1.TO,Symmetry Conservative Portfolio - LB
851,0P0000V5L2.TO,Symmetry Conservative Portfolio - LM
852,0P0000V5L5.TO,Symmetry Moderate Growth Portfolio - LB
853,0P0000V5L6.TO,Symmetry Moderate Growth Portfolio - LM
854,0P0000VC3L.TO,RBC Target 2025 Education Fund D
855,0P0000VE6W.TO,Fidelity Dividend Plus Series S5
856,0P0000VE6X.TO,Fidelity Dividend Plus Series S8
857,0P0000VE6Y.TO,Fidelity Dividend Plus Series T5
858,0P0000VE6Z.TO,Fidelity Dividend Plus Series T8
859,0P0000VE70.TO,Fidelity Income Allocation Series S5
860,0P0000VE71.TO,Fidelity Income Allocation Series T5
861,0P0000VGES.TO,Sun Life MFS US Growth Series I
862,0P0000VGEV.TO,Sun Life MFS International Value I
863,0P0000VGF3.TO,Sun Life Money Market Series I
864,0P0000VGF3.TO,Sun Life Money Market Series I
865,0P0000VUYE.TO,Manulife Dividend Income Fund Series Adv
866,0P0000VUYG.TO,Manulife Dividend Income Fund Series T6
867,0P0000VUYH.TO,Manulife Strategic Balanced Yield Fund Series Adv
868,0P0000VUYJ.TO,Manulife Strategic Balanced Yield Fund Series T6
869,0P0000VW29.TO,Select Income Managed Corporate Class (Class ET5)
870,0P0000VW2A.TO,Select Income Managed Corporate Class (Class ET8)
871,0P0000VW2B.TO,CI Select Income Managed Corporate Class (Class OT5)
872,0P0000VW2C.TO,CI Select Income Managed Corporate Class (Class OT8)
873,0P0000W234.TO,AGFiQ Dividend Income Fund Series V
874,0P0000W4HQ.TO,Sun Life Money Market D
875,0P0000W4HQ.TO,Sun Life Money Market D
876,0P0000W817.TO,LON Balanced Pro (PSG) 100/100(PS1)
877,0P0000W81A.TO,LON Balanced Pro (PSG) 75/100 (PS1)
878,0P0000W81C.TO,LON Balanced Pro (PSG) 75/75 (PS1)
879,0P0000W823.TO,GWL Real Estate (GWLRA) 75/100 (PS1)
880,0P0000W82D.TO,GWL Real Estate (GWLRA) 100/100 (PS1)
881,0P0000W82H.TO,GWL Real Estate (GWLRA) 75/75 (PS1)
882,0P0000W834.TO,LON Conservative Profile (PSG) 100/100 (PS1)
883,0P0000W836.TO,LON Conservative Profile (PSG) 75/100 (PS1)
884,0P0000W838.TO,LON Conservative Profile (PSG) 75/75 (PS1)
885,0P0000W849.TO,LON Dividend (GWLIM) 100/100 (PS1)
886,0P0000W84B.TO,LON Dividend (GWLIM) 75/100 (PS1)
887,0P0000W84D.TO,LON Dividend (GWLIM) 75/75 (PS1)
888,0P0000W85L.TO,LON Balanced (BG) 100/100 (PS1)
