Symbol,Name
0P0000IMDA.TO,BMO SelectClass Balanced Portfolio T8
0P0000IMDD.TO,BMO SelectClass Balanced Portfolio Adv
0P0000IMDP.TO,Symmetry Balanced Portfolio - J
0P0000IMEA.TO,Symmetry Moderate Growth Portfolio - J
0P0000IRGY.TO,RBC Private U.S. Large-Cap Core Equity Pool O
0P0000IRUY.TO,TD Comfort Aggressive Growth Portfolio Investor Series
0P0000IUBY.TO,EdgePoint Cdn Growth & Income Port Sr A
0P0000IUYH.TO,TD Comfort Growth Portfolio - I
0P0000IUYH.TO,TD Comfort Growth Portfolio - I
0P0000IUYI.TO,TD Comfort Balanced Growth Portfolio Investor Series
0P0000IUYJ.TO,TD Comfort Balanced Portfolio Investor Series
0P0000IUYK.TO,TD Comfort Balanced Income Portfolio Investor Series
0P0000IUYM.TO,EdgePoint Global Growth & Inc Port Sr A
0P0000IUYN.TO,EdgePoint Canadian Portfolio Series A
0P0000IUYO.TO,EdgePoint Global Portfolio Series A
0P0000J25Q.TO,Scotia INNOVA Income Portfolio
0P0000J25T.TO,Scotia INNOVA Growth Portfolio
0P0000J25U.TO,Scotia INNOVA Balanced Income Portfolio
0P0000J25V.TO,Scotia INNOVA Balanced Growth Portfolio
0P0000J25V.TO,Scotia INNOVA Balanced Growth Portfolio
0P0000J2C9.TO,Desjardins SocieTerra Balanced Portfolio A
0P0000JB6Y.TO,Fidelity Balanced Private Pool Cl B
0P0000JB70.TO,Fidelity Bal Income Private Pool Cl B
0P0000JBJC.TO,Fidelity Bal Income Private Pool Cl I
0P0000JBJE.TO,Fidelity Balanced Private Pool Cl I
0P0000JBNC.TO,Fidelity Balanced Private Pool Cl S8
0P0000JBNE.TO,Fidelity Balanced Private Pool Cl S5
0P0000JBNG.TO,Fidelity Balanced Private Pool Cl I8
0P0000JBNJ.TO,Fidelity Balanced Private Pool Cl I5
0P0000JBNK.TO,Fidelity Bal Income Private Pool Cl S8
0P0000JBNM.TO,Fidelity Bal Income Private Pool Cl S5
0P0000JNM5.TO,RBC Select Very Conservative Portfolio A
0P0000JNM6.TO,Dynamic Strategic Yield Sr A
0P0000JO4F.TO,EdgePoint Canadian Portfolio Series B
0P0000JO4M.TO,EdgePoint Global Portfolio Series B
0P0000JO4P.TO,EdgePoint Cdn Growth & Income Port Sr B
0P0000JO4Q.TO,EdgePoint Global Growth & Inc Port Sr B
0P0000JRD3.TO,RBC Select Very Conservative Portfolio Adv
0P0000JSP6.TO,"Phillips, Hager & North Short Term Bond & Mortgage Fund O"
0P0000JVZY.TO,AGF American Growth Class Series V
0P0000JW00.TO,AGF American Growth Class Series T
0P0000KO5V.TO,Dynamic Strategic Yield Sr I
0P0000KO5Z.TO,Dynamic Strategic Yield Series O
0P0000KOCT.TO,Dynamic Global Infrastructure Ser I
0P0000KODL.TO,Dynamic Power Global Growth Class Sr I
0P0000KODS.TO,Dynamic Global Dividend Series I
0P0000KODU.TO,Dynamic Global Infrastructure Series O
0P0000KOE7.TO,Dynamic Global Dividend Series O
0P0000KOEH.TO,Dynamic Power American Growth Series O
0P0000KWGC.TO,Manulife Monthly High Income GIF Select Original 75 E
0P0000LYFA.TO,Mackenzie Canadian Bond Fund - Inv
0P0000LYFD.TO,Mackenzie Canadian Bond Fund - Adv
0P0000M531.TO,GWL Real Estate (GWLRA) 100/100
0P0000M532.TO,GWL Real Estate (GWLRA) 75/100
0P0000M538.TO,GWL Real Estate (GWLRA) 75/75
0P0000M560.TO,LON Moderate Profile (PSG) 100/100
0P0000M562.TO,LON Moderate Profile (PSG) 75/100
0P0000M566.TO,LON Moderate Profile (PSG) 75/75
0P0000M56N.TO,LON Mortgage (P) 100/100
0P0000M56R.TO,LON Mortgage (P) 75/100
0P0000M56V.TO,LON Mortgage (P) 75/75
0P0000M5AY.TO,LON Dividend (GWLIM) 100/100
0P0000M5AZ.TO,LON Dividend (GWLIM) 75/100
0P0000M5B0.TO,LON Dividend (GWLIM) 75/75
0P0000M5L6.TO,LON Conservative Profile (PSG) 100/100
0P0000M5L8.TO,LON Conservative Profile (PSG) 75/100
0P0000M5LD.TO,LON Conservative Profile (PSG) 75/75
0P0000M5LP.TO,LON Balanced Profile (PSG) 75/100
0P0000M5MS.TO,LON Balanced Profile (PSG) 75/75
0P0000M5NI.TO,LON Balanced Profile (PSG) 100/100
0P0000M5NS.TO,LON Balanced (BG) 100/100
0P0000M5NY.TO,LON Balanced (BG) 75/100
0P0000M5P3.TO,LON Balanced (BG) 75/75
0P0000M5PI.TO,Manulife Monthly High Income GIF Select InvPlus E FE
0P0000M5RP.TO,Manulife Monthly High Income GIF Select InvestmentPlus
0P0000M5WK.TO,Mackenzie Global Dividend Fund - A
0P0000M5WO.TO,Invesco Global Companies Fund Series H
0P0000MM7K.TO,BMO Asset Allocation Advisor
0P0000MM7O.TO,BMO Asset Allocation Classic
0P0000MM7Q.TO,BMO Asset Allocation T5
0P0000MOFR.TO,Mawer Global Equity
0P0000MOJP.TO,Renaissance Corporate Bond Cl A
0P0000MOJQ.TO,Renaissance Corporate Bond Prem
0P0000MOTX.TO,Manulife Global Equity Class Series Adv
0P0000MOW7.TO,CIBC Managed Income Portfolio - Class T4
0P0000MOW8.TO,CIBC Managed Income Portfolio - Class T6
0P0000MOWB.TO,CIBC Managed Income Plus Portfolio - Class T4
0P0000MOWC.TO,CIBC Managed Income Plus Portfolio - Class T6
0P0000MOWW.TO,CIBC Managed Balanced Growth Portfolio - Class T4
0P0000MOWX.TO,CIBC Managed Balanced Growth Portfolio - Class T6
0P0000MOWY.TO,CIBC Managed Balanced Growth Portfolio - Class T8
0P0000MV1Q.TO,Renaissance Optimal Income Pt Sel Cl T6
0P0000N465.TO,Scotia INNOVA Balanced Growth Port T
0P0000N465.TO,Scotia INNOVA Balanced Growth Port T
0P0000N466.TO,Scotia INNOVA Balanced Income Port T
0P0000N467.TO,Scotia INNOVA Income Portfolio T
0P0000N46B.TO,"Phillips, Hager & North Monthly Income Fund A"
0P0000N46C.TO,"Phillips, Hager & North Monthly Income Fund D"
0P0000N46O.TO,Manulife Yield Opportunities Fund Series Adv
0P0000NCUF.TO,Beutel Goodman American Equity Class I
0P0000NCUI.TO,Beutel Goodman Balanced Class I
0P0000NCUK.TO,Beutel Goodman Canadian Equity Class I
0P0000NCV2.TO,Franklin Bissett Core Plus Bond Fund O
0P0000NDAH.TO,CI Cambridge Asset Allocation Corporate Class I
0P0000NDAI.TO,CI Cambridge Asset Allocation Corporate Class IT8
0P0000NDAJ.TO,CI Cambridge Asset Allocation Corporate Class IT5
0P0000NDAS.TO,CI Canadian Investment Class I
0P0000NDCF.TO,CI Portfolio Series Balanced Class I
0P0000NDCR.TO,CI Portfolio Series Income Class I
0P0000NDD5.TO,CI Signature Canadian Balanced Class U
0P0000NDD7.TO,CI Sig High Income Class I
0P0000NDD8.TO,CI Signature Canadian Balanced Class I
0P0000NDFF.TO,CI Signature Glbl Inc & Gr Corp Cl I T5
0P0000NDFG.TO,CI Signature Glbl Inc & Gr Corp Cl I T8
0P0000NDFK.TO,CI Signature Global Income & Growth I
0P0000NDFU.TO,CI Signature Income & Growth Class I
0P0000NDFV.TO,CI Signature Select Canadian Class Z
0P0000NDFX.TO,CI Signature Select Canadian Class I
0P0000NDGO.TO,CI Signature Glbl Inc & Gr Corp Cl I
0P0000NDHU.TO,DFA Canadian Core Equity Class I
0P0000NDIC.TO,Dynamic Power Global Growth Class Sr OP
0P0000NDJ3.TO,Fidelity Canadian Opportunities Series O
0P0000NDJ5.TO,Fidelity Canadian Money Market Series C
0P0000NDJ7.TO,Fidelity Canadian Money Market Series D
0P0000NDMW.TO,Mackenzie Strategic Income Fund O
0P0000NDN1.TO,Mackenzie Income Fund - O
0P0000NDN3.TO,Mackenzie Global Strategic Income Fund Sr O
0P0000NDN4.TO,Mackenzie Global Strategic Income Fund Sr A
0P0000NDNB.TO,Mackenzie Canadian Bond Fund series SB
0P0000NDNC.TO,Mackenzie Canadian Bond Fund - O
0P0000NDND.TO,Mackenzie Canadian Bond Fund - J
0P0000NDNE.TO,Mackenzie Canadian Bond G
0P0000NDNI.TO,Mackenzie Canadian Dividend Fund G
0P0000NDNL.TO,Mackenzie Canadian Dividend Fund - O
0P0000NDPF.TO,CI Black Creek Global Leaders Fund Class AT6
0P0000NDQ4.TO,Mackenzie Symmetry Balanced Portfolio Fund Series I
0P0000NDQ5.TO,Symmetry Balanced Portfolio - O
0P0000NDQ6.TO,Symmetry Conservative Port G
0P0000NDQ9.TO,Symmetry Balanced Port G
0P0000NDQA.TO,Symmetry Moderate Growth Port G
0P0000NDQN.TO,Mackenzie US Mid Cap Growth Class - O
0P0000NDQO.TO,Mackenzie Canadian Growth Balanced G
0P0000NDQQ.TO,Mackenzie Canadian Growth Balanced Fund - O
0P0000NDQY.TO,Mackenzie Canadian Growth G
0P0000NDQZ.TO,Mackenzie Canadian Growth Fund - J
0P0000NDR0.TO,Mackenzie Canadian Growth Fund - O
0P0000NDRG.TO,Mackenzie Global Dividend Fund - O
0P0000NDSP.TO,Mackenzie Ivy Foreign Equity Series G
0P0000NDSQ.TO,Mackenzie Ivy Foreign Equity Fund - O
0P0000NDSR.TO,Mackenzie Ivy Global Balanced Fund Series O
0P0000NF96.TO,CI Portfolio Series Balanced Gr Cl A T5
0P0000NFGW.TO,CI Signature Canadian Bond Class I
0P0000NFGW.TO,CI Signature Canadian Bond Class I
0P0000NFHG.TO,Dynamic Power Global Growth Class Sr O
0P0000NFMQ.TO,HSBC Mortgage Fund Institutional Series
0P0000NFWD.TO,Franklin Quotential Balanced Growth Portfolio I
0P0000NFWL.TO,Franklin Quotential Balanced Growth Portfolio O
0P0000NFXM.TO,Franklin Quotential Balanced Growth Portfolio OT
0P0000NFZM.TO,Renaissance Global Growth Class O
0P0000NG3P.TO,Sentry Canadian Income Fund Series I
0P0000NG4F.TO,Scotia Canadian Income Fund Class I
0P0000NG7K.TO,United Canadian Fixed Income Pool Cl E
0P0000NG7K.TO,United Canadian Fixed Income Pool Cl E
0P0000NH4J.TO,Dynamic Power Global Growth Class Series IP
0P0000NHZ7.TO,NBI Bond Fund - O
0P0000NOED.TO,RBC Emerging Markets Equity Fund A
0P0000NOEE.TO,RBC Emerging Markets Equity Fund D
0P0000NOFH.TO,RBC Emerging Markets Equity Fund Adv
0P0000NXF5.TO,Dynamic Power American Growth Series OP
0P0000OXA6.TO,"Phillips, Hager & North US Multi-Style All-Cap Equity Fund A"
0P0000OXA7.TO,"Phillips, Hager & North US Multi-Style All-Cap Equity Fund D"
0P0000P2BG.TO,RBC Emerging Markets Equity Fund O
0P0000PPQJ.TO,Quadrus Mackenzie Canadian Large Cap Dividend D5
0P0000PSOS.TO,Dynamic Total Return Bond Fund Series A
0P0000PTKU.TO,Manulife Monthly High Income Fund Series T6
0P0000PTRQ.TO,EdgePoint Glbl Port (non-HST) Sr A(N)
0P0000PTRR.TO,EdgePoint Glbl Port (non-HST) Sr B(N)
0P0000PTRS.TO,EdgePoint Cdn Port (non-HST) Sr A(N)
0P0000PTRV.TO,EdgePoint Glbl Gr & Inc Pt (non-HST)B(N)
0P0000PTRW.TO,EdgePoint Cdn Port (non-HST) Sr B(N)
0P0000PTRX.TO,EdgePoint Cdn Gr & Inc Pt (non-HST) A(N)
0P0000PTRY.TO,EdgePoint Glbl Gr & Inc Pt (non-HST)A(N)
0P0000PTS3.TO,EdgePoint Cdn Gr & Inc Pt (non-HST) B(N)
0P0000PTSQ.TO,RBC Emerging Markets Bond Fund A
0P0000PTSU.TO,RBC Emerging Markets Bond Fund Adv
0P0000PTSV.TO,RBC Emerging Markets Bond Fund D
0P0000PWAS.TO,TD Canadian Core Plus Bond - P
0P0000PWAW.TO,TD Canadian Bond - P
0P0000PWBE.TO,TD Income Advantage Portfolio - P
0P0000PWBJ.TO,TD Short Term Bond - P
0P0000PYCB.TO,Sun Life MFS US Growth A
0P0000PYCH.TO,Sun Life MFS International Value A
0P0000PYCL.TO,Sun Life Money Market A
0P0000PYCL.TO,Sun Life Money Market A
0P0000PYYQ.TO,Select Income Managed Corporate Class (Class AT5)
0P0000PYYT.TO,CI Select Income Managed Corporate Class (Class IT5)
0P0000PYYW.TO,Select Income Managed Corporate Class (Class AT8)
0P0000PYYX.TO,Select Income Managed Corporate Class (Class A)
0P0000PYYY.TO,CI Select Income Managed Corporate Class (Class IT8)
0P0000PYYZ.TO,CI Select Income Managed Corporate Class (Class I)
0P0000PYZ2.TO,Select Income Managed Corporate Class (Class U)
0P0000PYZ4.TO,Select Income Managed Corporate Class (Class Z)
0P0000Q34X.TO,RBC High Yield Bond Fund Adv
0P0000Q34X.TO,RBC High Yield Bond Fund Adv
0P0000Q34Y.TO,RBC High Yield Bond Fund A
0P0000Q34Y.TO,RBC High Yield Bond Fund A
0P0000Q34Z.TO,RBC High Yield Bond Fund D
0P0000Q34Z.TO,RBC High Yield Bond Fund D
0P0000Q351.TO,RBC Monthly Income Bond Fund Adv
0P0000Q352.TO,RBC Monthly Income Bond Fund A
0P0000Q353.TO,RBC Monthly Income Bond Fund D
0P0000Q3VK.TO,"Phillips, Hager & North Enhanced Total Return Bond Fund O"
0P0000Q5PH.TO,Beutel Goodman Canadian Equity Class B
0P0000Q5Q2.TO,Beutel Goodman American Equity Class B
0P0000Q64L.TO,CI Income Fund (Class A units)
0P0000Q64N.TO,CI Income Fund (Class I units)
0P0000Q6B3.TO,Manulife Monthly High Income GIF Select InvPlus E DSC
0P0000Q6C5.TO,Manulife Monthly High Income GIF Select InvPlus F
0P0000Q6GH.TO,Beutel Goodman Balanced Class B
0P0000RRF5.TO,RBC High Yield Bond Fund O
0P0000RRF5.TO,RBC High Yield Bond Fund O
0P0000RTVZ.TO,Mackenzie Canadian Bond Fund - SC
0P0000RTXR.TO,Mackenzie Strategic Income Fund J
0P0000RTXZ.TO,Mackenzie US Mid Cap Growth Class - J
0P0000RTY1.TO,Mackenzie Canadian Growth Balanced Fund - J
0P0000RVOR.TO,Mackenzie Ivy Foreign Equity Fund - J
0P0000RYMA.TO,Mackenzie Symmetry Conservative Portfolio Fund Series O
0P0000RYMB.TO,Symmetry Moderate Growth Portfolio - O
0P0000S8P7.TO,Dynamic Total Return Bond Fund Series G
0P0000S8PJ.TO,Dynamic Global Dividend Series G
0P0000S8PU.TO,Dynamic Power Global Growth Class Sr G
0P0000S8PY.TO,Dynamic Strategic Yield Series G
0P0000S8VE.TO,iA Bond SRP Other
0P0000S8VE.TO,iA Bond SRP Other
0P0000S8VI.TO,iA Diversified SRP Other
0P0000S9O5.TO,PIMCO Monthly Income A
0P0000S9O7.TO,PIMCO Monthly Income O
0P0000SI2R.TO,Sun Life MFS US Growth H
0P0000SLK9.TO,Signature Diversified Yield Fund A
0P0000SNHS.TO,Scotia Canadian Income-M
0P0000SNHV.TO,Scotia Canadian Dividend-PF
0P0000SOXS.TO,Manulife Strategic Income Fund Series H
0P0000SPS0.TO,SEI Canadian Fixed Income Cl E
0P0000SVCP.TO,IG Core Portfolio Income C
0P0000T2W5.TO,Symmetry Moderate Growth Portfolio - B
0P0000T2W6.TO,Symmetry Moderate Growth Portfolio - C
0P0000T2W7.TO,Symmetry Balanced Portfolio - B
0P0000T36U.TO,IG Mackenzie Canadian Corporate Bond Fund C
0P0000TF7S.TO,Symmetry Balanced Portfolio - C
0P0000TF7T.TO,Symmetry Conservative Portfolio - B
0P0000TF7V.TO,Symmetry Moderate Growth Portfolio - DZ
0P0000TF9Q.TO,BlueBay Global Monthly Income Bond Fund Adv
0P0000TF9R.TO,BlueBay Global Monthly Income Bond Fund A
0P0000TF9S.TO,BlueBay Global Monthly Income Bond Fund D
0P0000TG30.TO,Mawer Global Small Cap Series O
0P0000TG31.TO,Mawer Global Equity Series O
0P0000TNU2.TO,Manulife World Investment Class Series T6
0P0000TP82.TO,Sentry U.S. Growth and Income Fund Series A
0P0000TUHJ.TO,BlueBay Global Monthly Income Bond Fund O
0P0000TYGM.TO,IA Clarington Strategic Income Fund A
0P0000TYGN.TO,IA Clarington Strategic Income Fund T6
0P0000TYGO.TO,IA Clarington Strategic Income Fund T8
0P0000TYGR.TO,IA Clarington Strategic Income EX
0P0000TYGS.TO,IA Clarington Strategic Income E6X
0P0000TYOL.TO,Sun Life MFS International Value A-T8
0P0000TYOM.TO,Sun Life MFS International Value A-T5
0P0000TYON.TO,Sun Life MFS US Growth A-T5
0P0000TYOO.TO,Sun Life MFS US Growth A-T8
0P0000TZZ2.TO,IA Clarington Strategic Income Fund L
0P0000TZZ3.TO,IA Clarington Strategic Income Fund L6
0P0000TZZ4.TO,IA Clarington Strategic Income Fund L8
0P0000U5JQ.TO,Manulife U.S. All Cap Equity Fund Series Adv
0P0000UD73.TO,Mackenzie Ivy Foreign Equity Fund - O6
0P0000UD76.TO,Mackenzie Canadian Dividend Fund O6
0P0000UD7B.TO,Mackenzie Global Strategic Income Fund Sr O6
0P0000UD7D.TO,Mackenzie Income Fund - J
0P0000UD7I.TO,Mackenzie Canadian Growth Balanced Fund - O6
0P0000UD7J.TO,Mackenzie Global Dividend Fund - O6
0P0000UF8O.TO,DFA Global 60EQ-40FI Portfolio A
0P0000UF8S.TO,DFA Global Equity Portfolio A
0P0000UF9Z.TO,RBC Emerging Markets Bond Fund O
0P0000UIA3.TO,IG Core Portfolio Income Balanced A-RDSP
0P0000UIA4.TO,IG Core Portfolio Income Balanced B-RDSP
0P0000UIA5.TO,IG Core Portfolio Balanced A-RDSP
0P0000UIA6.TO,IG Core Portfolio Balanced B-RDSP
0P0000UIA7.TO,IG Core Portfolio Balanced Growth A-RDSP
0P0000UIA7.TO,IG Core Portfolio Balanced Growth A-RDSP
0P0000UIA8.TO,IG Core Portfolio Balanced Growth B-RDSP
0P0000UIA8.TO,IG Core Portfolio Balanced Growth B-RDSP
0P0000ULDB.TO,CI Cambridge Asset Allocation Corporate Class ET5
0P0000ULDC.TO,CI Cambridge Asset Allocation Corporate Class E
0P0000ULDE.TO,CI Cambridge Asset Allocation Corporate Class ET8
0P0000ULDP.TO,CI Canadian Investment Fund Class E
0P0000ULET.TO,Select Income Managed Corporate Class (Class E)
0P0000ULEX.TO,CI Signature Canadian Bond Fund Class E
0P0000ULEX.TO,CI Signature Canadian Bond Fund Class E
0P0000ULF8.TO,CI Signature Global Income & Growth Corporate Class ET5
0P0000ULF9.TO,CI Signature Global Income & Growth Corporate Class E
0P0000ULFA.TO,CI Signature Global Income & Growth Corporate Class ET8
0P0000ULFB.TO,CI Signature Global Income & Growth Fund Class E
0P0000ULFE.TO,CI Signature High Income Fund Class E
0P0000ULFI.TO,CI Signature Income & Growth Fund Class E
0P0000ULFL.TO,CI Signature Select Canadian Fund Class E
0P0000UOI4.TO,Fidelity Monthly Income Class A
0P0000UOI5.TO,Fidelity Monthly Income Class B
0P0000UOI9.TO,Fidelity Monthly Income Class S5
0P0000UOIA.TO,Fidelity Monthly Income Class S8
0P0000UOIB.TO,Fidelity Monthly Income Class T5
0P0000UOIC.TO,Fidelity Monthly Income Class T8
0P0000UP1M.TO,Desjardins Chorus II Moderate Low Volatility Portfolio A
0P0000UP1M.TO,Desjardins Chorus II Moderate Low Volatility Portfolio A
0P0000UP1N.TO,Desjardins Chorus II Balanced Low Volatility Portfolio A
0P0000UP1O.TO,Desjardins Chorus II Growth Portfolio A
0P0000UP1O.TO,Desjardins Chorus II Growth Portfolio A
0P0000UP1P.TO,Desjardins Chorus II Aggressive Growth Portfolio A
0P0000UQXZ.TO,CIBC Balanced Index Premium Class
0P0000UQY1.TO,CIBC US Broad Market Index Premium Class
0P0000UR9M.TO,IG Mackenzie Core U.S. Equity Fund C DSC
0P0000UR9M.TO,IG Mackenzie Core U.S. Equity Fund C DSC
0P0000UR9O.TO,IG Mackenzie Core U.S. Equity Fund A
0P0000UR9O.TO,IG Mackenzie Core U.S. Equity Fund A
0P0000UR9P.TO,IG Mackenzie Core U.S. Equity Fund B
0P0000UR9P.TO,IG Mackenzie Core U.S. Equity Fund B
0P0000UR9S.TO,IG Putnam U.S. Growth C
0P0000UR9U.TO,IG Putnam U.S. Growth A
0P0000UR9V.TO,IG Putnam U.S. Growth B
0P0000URIF.TO,CIBC CANADIAN SHORT-TERM BOND INDEX Premium Class
0P0000URIG.TO,CIBC CANADIAN BOND INDEX Premium Class
0P0000US2E.TO,Mackenzie Canadian Bond Fund - AR
0P0000US2I.TO,Symmetry Balanced Portfolio - AR
0P0000US2J.TO,Symmetry Conservative Portfolio - AR
0P0000US2L.TO,Symmetry Moderate Growth Portfolio - AR
0P0000UVX6.TO,TD Global Low Volatility I
0P0000UVX7.TO,TD Global Low Volatility A
0P0000UW38.TO,Fidelity NorthStar Sr O
0P0000UZWG.TO,Manulife Maritime Life E Port Monthly High Inc Seg MLEP
0P0000V5D7.TO,Sun Life Granite Conservative Portfolio A
0P0000V5D9.TO,Sun Life Granite Conservative Portfolio T5
0P0000V5DA.TO,Sun Life Granite Moderate Portfolio A
0P0000V5DC.TO,Sun Life Granite Moderate Portfolio T5
0P0000V5DD.TO,Sun Life Granite Balanced Portfolio A
0P0000V5DF.TO,Sun Life Granite Balanced Portfolio T5
0P0000V5DG.TO,Sun Life Granite Balanced Growth Portfolio A
0P0000V5DI.TO,Sun Life Granite Balanced Growth Portfolio T5
0P0000V5DJ.TO,Sun Life Granite Balanced Growth Portfolio T8
0P0000V5KA.TO,Mackenzie Canadian Bond Fund - LB
0P0000V5KE.TO,Mackenzie Income Fund - LB
0P0000V5KG.TO,Mackenzie Strategic Income Fund LX
0P0000V5KK.TO,Mackenzie US Mid Cap Growth Class - LB
0P0000V5KZ.TO,Symmetry Balanced Portfolio - LB
0P0000V5L0.TO,Symmetry Balanced Portfolio - LM
0P0000V5L1.TO,Symmetry Conservative Portfolio - LB
0P0000V5L1.TO,Symmetry Conservative Portfolio - LB
0P0000V5L2.TO,Symmetry Conservative Portfolio - LM
0P0000V5L5.TO,Symmetry Moderate Growth Portfolio - LB
0P0000V5L6.TO,Symmetry Moderate Growth Portfolio - LM
0P0000VC3L.TO,RBC Target 2025 Education Fund D
0P0000VE6W.TO,Fidelity Dividend Plus Series S5
0P0000VE6X.TO,Fidelity Dividend Plus Series S8
0P0000VE6Y.TO,Fidelity Dividend Plus Series T5
0P0000VE6Z.TO,Fidelity Dividend Plus Series T8
0P0000VE70.TO,Fidelity Income Allocation Series S5
0P0000VE71.TO,Fidelity Income Allocation Series T5
0P0000VGES.TO,Sun Life MFS US Growth Series I
0P0000VGEV.TO,Sun Life MFS International Value I
0P0000VGF3.TO,Sun Life Money Market Series I
0P0000VGF3.TO,Sun Life Money Market Series I
0P0000VUYE.TO,Manulife Dividend Income Fund Series Adv
0P0000VUYG.TO,Manulife Dividend Income Fund Series T6
0P0000VUYH.TO,Manulife Strategic Balanced Yield Fund Series Adv
0P0000VUYJ.TO,Manulife Strategic Balanced Yield Fund Series T6
0P0000VW29.TO,Select Income Managed Corporate Class (Class ET5)
0P0000VW2A.TO,Select Income Managed Corporate Class (Class ET8)
0P0000VW2B.TO,CI Select Income Managed Corporate Class (Class OT5)
0P0000VW2C.TO,CI Select Income Managed Corporate Class (Class OT8)
0P0000W234.TO,AGFiQ Dividend Income Fund Series V
0P0000W4HQ.TO,Sun Life Money Market D
0P0000W4HQ.TO,Sun Life Money Market D
0P0000W817.TO,LON Balanced Pro (PSG) 100/100(PS1)
0P0000W81A.TO,LON Balanced Pro (PSG) 75/100 (PS1)
0P0000W81C.TO,LON Balanced Pro (PSG) 75/75 (PS1)
0P0000W823.TO,GWL Real Estate (GWLRA) 75/100 (PS1)
0P0000W82D.TO,GWL Real Estate (GWLRA) 100/100 (PS1)
0P0000W82H.TO,GWL Real Estate (GWLRA) 75/75 (PS1)
0P0000W834.TO,LON Conservative Profile (PSG) 100/100 (PS1)
0P0000W836.TO,LON Conservative Profile (PSG) 75/100 (PS1)
0P0000W838.TO,LON Conservative Profile (PSG) 75/75 (PS1)
0P0000W849.TO,LON Dividend (GWLIM) 100/100 (PS1)
0P0000W84B.TO,LON Dividend (GWLIM) 75/100 (PS1)
0P0000W84D.TO,LON Dividend (GWLIM) 75/75 (PS1)
0P0000W85L.TO,LON Balanced (BG) 100/100 (PS1)
0P0000W85O.TO,LON Balanced (BG) 75/75 (PS1)
0P0000W85Q.TO,LON Balanced (BG) 75/100 (PS1)
0P0000W87U.TO,LON Moderate Pro (PSG) 100/100(PS1)
0P0000W87V.TO,LON Moderate Pro (PSG) 75/100 (PS1)
0P0000W87W.TO,LON Moderate Pro (PSG) 75/75 (PS1)
0P0000W880.TO,LON Mortgage (P) 100/100 (PS1)
0P0000W881.TO,LON Mortgage (P) 75/100 (PS1)
0P0000W882.TO,LON Mortgage (P) 75/75 (PS1)
0P0000WA1B.TO,BMO Dividend Advisor
0P0000WA1C.TO,BMO Dividend T5
0P0000WDHZ.TO,Mackenzie US Mid Cap Growth Class - B
0P0000WEJN.TO,Sun Life Granite Conservative Portfolio I
0P0000WEJO.TO,Sun Life Granite Moderate Portfolio I
0P0000WEJP.TO,Sun Life Granite Balanced Portfolio I
0P0000WEJS.TO,Sun Life Granite Balanced Growth Portfolio I
0P0000WFYX.TO,Manulife Monthly High Income GIF Select IncPlus v2.1 E
0P0000WFZU.TO,Manulife Monthly High Income GIF Select IncomePlus v2.1
0P0000WFZZ.TO,Manulife Monthly High Income GIF Select IncPlus v2.1 F
0P0000WIAW.TO,"Phillips, Hager & North Monthly Income Fund H"
0P0000WJH9.TO,IG Putnam U.S. Growth J DSC
0P0000WJHH.TO,IG Mackenzie Canadian Corporate Bond Fund J DSC
0P0000WJHK.TO,IG Mackenzie Canadian Corporate Bond Fund B
0P0000WJHL.TO,IG Mackenzie Canadian Corporate Bond Fund A
0P0000WJHV.TO,IG Core Portfolio Income Series A DSC
0P0000WJHY.TO,IG Core Portfolio Income Series B NL
0P0000WJIA.TO,IG Mackenzie Mortgage and Short Term Income Fund B
0P0000WJID.TO,IG Mackenzie Mortgage and Short Term Income Fund A
0P0000WJIE.TO,IG Mackenzie Mortgage and Short Term Income Fund J DSC
0P0000WJIT.TO,IG Mackenzie Core U.S. Equity Fund J DSC
0P0000WJIT.TO,IG Mackenzie Core U.S. Equity Fund J DSC
0P0000WJIU.TO,IG Mackenzie Dividend Fund T DSC
0P0000WJIX.TO,IG Mackenzie Dividend Fund TJ DSC
0P0000WJIZ.TO,IG Mackenzie European Equity Fund J DSC
0P0000WJJ0.TO,IG Mackenzie Dividend Fund J DSC
0P0000WJJ2.TO,IG Mackenzie Dividend Fund TC DSC
0P0000WJJJ.TO,IG Mackenzie Mutual of Canada J DSC
0P0000WJJL.TO,IG Mackenzie Mutual of Canada TC DSC
0P0000WJJM.TO,IG Mackenzie Mutual of Canada T DSC
0P0000WJJN.TO,IG Mackenzie North American Equity Fund J DSC
0P0000WJJO.TO,IG Mackenzie Pan Asian Equity Fund J DSC
0P0000WJJP.TO,IG Mackenzie Mutual of Canada TJ DSC
0P0000WJLC.TO,IG Putnam U.S. Growth J NL
0P0000WJLK.TO,IG Mackenzie Canadian Corporate Bond Fund J NL
0P0000WJM2.TO,IG Mackenzie Mortgage and Short Term Income Fund J NL
0P0000WJMI.TO,IG Mackenzie Core U.S. Equity Fund J NL
0P0000WJMI.TO,IG Mackenzie Core U.S. Equity Fund J NL
0P0000WJMK.TO,IG Mackenzie Dividend Fund T NL
0P0000WJMR.TO,IG Mackenzie Dividend Fund J NL
0P0000WJMS.TO,IG Mackenzie Dividend Fund TJ NL
0P0000WJMU.TO,IG Mackenzie European Equity Fund J NL
0P0000WJN1.TO,IG Mackenzie Mutual of Canada T NL
0P0000WJN2.TO,IG Mackenzie North American Equity Fund J NL
