_id,Category,Topic,Special,Characteristic,Agincourt North,Agincourt South-Malvern West,Alderwood,Annex,Banbury-Don Mills,Bathurst Manor,Bay Street Corridor,Bayview Village,Bayview Woods-Steeles,Bedford Park-Nortown,Beechborough-Greenbrook,Bendale,Birchcliffe-Cliffside,Black Creek,Blake-Jones,Briar Hill-Belgravia,Bridle Path-Sunnybrook-York Mills,Broadview North,Brookhaven-Amesbury,Cabbagetown-South St. James Town,Caledonia-Fairbank,Casa Loma,Centennial Scarborough,Church-Yonge Corridor,Clairlea-Birchmount,Clanton Park,Cliffcrest,Corso Italia-Davenport,Danforth,Danforth East York,Don Valley Village,Dorset Park,Dovercourt-Wallace Emerson-Junction,Downsview-Roding-CFB,Dufferin Grove,East End-Danforth,Edenbridge-Humber Valley,Eglinton East,Elms-Old Rexdale,Englemount-Lawrence,Eringate-Centennial-West Deane,Etobicoke West Mall,Flemingdon Park,Forest Hill North,Forest Hill South,Glenfield-Jane Heights,Greenwood-Coxwell,Guildwood,Henry Farm,High Park North,High Park-Swansea,Highland Creek,Hillcrest Village,Humber Heights-Westmount,Humber Summit,Humbermede,Humewood-Cedarvale,Ionview,Islington-City Centre West,Junction Area,Keelesdale-Eglinton West,Kennedy Park,Kensington-Chinatown,Kingsview Village-The Westway,Kingsway South,Lambton Baby Point,L'Amoreaux,Lansing-Westgate,Lawrence Park North,Lawrence Park South,Leaside-Bennington,Little Portugal,Long Branch,Malvern,Maple Leaf,Markland Wood,Milliken,Mimico (includes Humber Bay Shores),Morningside,Moss Park,Mount Dennis,Mount Olive-Silverstone-Jamestown,Mount Pleasant East,Mount Pleasant West,New Toronto,Newtonbrook East,Newtonbrook West,Niagara,North Riverdale,North St. James Town,Oakridge,Oakwood Village,O'Connor-Parkview,Old East York,Palmerston-Little Italy,Parkwoods-Donalda,Pelmo Park-Humberlea,Playter Estates-Danforth,Pleasant View,Princess-Rosethorn,Regent Park,Rexdale-Kipling,Rockcliffe-Smythe,Roncesvalles,Rosedale-Moore Park,Rouge,Runnymede-Bloor West Village,Rustic,Scarborough Village,South Parkdale,South Riverdale,St.Andrew-Windfields,Steeles,Stonegate-Queensway,Tam O'Shanter-Sullivan,Taylor-Massey,The Beaches,Thistletown-Beaumond Heights,Thorncliffe Park,Trinity-Bellwoods,University,Victoria Village,Waterfront Communities-The Island,West Hill,West Humber-Clairville,Westminster-Branson,Weston,Weston-Pelham Park,Wexford/Maryvale,Willowdale East,Willowdale West,Willowridge-Martingrove-Richview,Woburn,Woodbine Corridor,Woodbine-Lumsden,Wychwood,Yonge-Eglinton,Yonge-St.Clair,York University Heights,Yorkdale-Glen Park
65,"Families, households and marital status",Household and dwelling characteristics,,    Apartment in a building that has fewer than five storeys,2.5246%,2.5677%,4.6458%,15.7079%,4.7481%,6.7410%,0.9303%,2.4304%,4.3333%,5.4226%,17.1811%,1.1348%,8.7928%,2.8983%,10.2886%,7.7155%,0.8634%,7.0876%,3.0411%,14.0543%,9.4425%,11.1689%,0.4490%,4.0842%,4.8733%,7.6190%,1.0041%,15.8141%,14.5872%,5.5006%,1.1275%,1.8598%,18.7713%,10.6128%,22.9105%,10.4766%,6.6624%,0.8562%,0.6874%,11.2194%,0.4035%,0.4642%,2.9408%,3.0064%,9.7838%,3.7716%,16.3696%,0.9580%,0.5088%,8.9568%,13.5423%,0.2401%,4.4585%,1.7355%,5.5171%,7.7839%,18.0647%,1.9793%,1.7059%,17.4718%,9.0884%,4.0589%,16.3277%,1.0000%,3.6134%,4.1954%,1.8867%,4.0522%,6.8803%,6.6869%,8.4383%,18.2210%,17.8005%,1.4956%,6.2803%,1.6108%,0.3575%,9.2598%,1.1744%,11.4601%,7.6142%,0.2731%,6.2891%,5.9175%,17.1421%,2.0501%,2.0771%,5.6767%,12.2524%,3.0889%,1.8057%,11.2683%,7.9518%,4.9280%,28.1354%,3.4047%,2.2384%,14.9923%,5.2156%,0.1357%,6.8037%,6.3634%,5.7314%,18.1314%,7.1930%,1.2367%,7.2989%,2.4142%,2.1227%,15.0121%,15.0488%,3.3404%,1.1575%,11.0375%,1.2388%,1.5303%,18.1991%,2.8475%,1.7766%,20.4458%,18.5356%,11.7647%,0.8117%,2.3182%,2.0563%,1.7318%,5.5024%,13.2907%,3.9582%,3.2716%,1.1514%,0.1580%,0.9161%,14.4327%,4.0687%,14.4958%,12.2281%,10.9355%,3.6060%,5.6066%
62,"Families, households and marital status",Household and dwelling characteristics,,    Semi-detached house,2.7651%,1.3891%,4.5213%,3.8819%,1.0291%,1.0395%,0.0000%,0.5609%,3.7631%,0.1937%,1.2164%,0.9680%,1.9066%,3.0363%,10.5474%,1.0872%,0.4317%,3.8264%,1.3516%,3.9421%,4.3697%,2.4161%,1.1974%,0.0798%,3.7615%,0.0607%,0.3452%,8.7030%,12.8285%,9.8952%,1.3308%,1.3398%,5.5973%,2.6389%,4.2427%,9.1202%,0.5472%,0.5269%,0.7403%,0.1341%,1.9367%,0.8018%,0.8207%,0.1171%,0.6057%,10.7737%,10.2657%,1.4117%,0.0000%,2.7073%,2.1526%,0.0400%,4.8719%,0.5480%,14.4169%,7.3014%,1.8448%,2.7491%,0.2843%,6.8217%,3.8434%,2.0440%,1.1981%,0.5909%,0.7550%,6.8253%,2.1026%,0.1856%,6.0587%,0.7247%,4.7243%,2.9565%,0.7933%,2.9114%,1.7308%,0.0474%,2.0698%,0.8391%,0.1432%,0.6583%,1.1035%,0.4855%,9.6572%,0.6238%,1.8756%,0.0621%,2.5387%,0.3528%,10.9517%,0.0000%,1.0112%,5.9406%,0.6961%,1.8412%,6.9434%,3.8931%,4.7566%,7.4321%,11.4111%,0.0452%,0.4628%,0.2849%,4.7424%,6.6449%,2.3180%,2.4626%,7.5472%,2.1125%,0.1794%,0.6865%,8.5737%,0.9825%,0.7513%,0.3992%,0.6012%,1.2434%,6.7232%,2.8958%,0.0000%,4.3187%,2.8263%,1.7419%,0.0607%,1.6428%,0.8856%,2.1124%,1.1394%,10.9930%,0.0537%,0.1289%,0.8266%,2.3921%,0.5329%,12.3993%,4.1322%,6.1328%,3.9350%,3.5920%,4.9288%,0.5404%
69,"Families, households and marital status",Household and dwelling characteristics,,  1 person,4.6371%,6.7769%,9.1671%,25.8304%,15.7429%,10.4580%,29.4802%,14.9327%,7.4122%,10.2858%,13.2279%,9.3625%,13.2789%,7.6367%,12.4887%,12.0642%,6.7451%,21.2192%,8.7008%,28.4515%,8.3877%,20.7422%,3.7794%,36.4231%,7.0597%,12.3847%,9.3819%,9.0922%,12.3629%,11.7288%,7.8186%,8.4390%,12.7099%,9.7427%,17.0980%,14.8029%,11.4902%,7.8372%,6.7153%,12.6497%,7.6931%,10.8457%,9.0047%,15.0711%,18.6824%,6.4117%,13.5604%,11.2937%,11.3846%,21.4105%,17.5549%,3.3216%,8.7398%,10.9609%,5.1144%,5.5002%,17.6471%,9.6034%,15.1370%,13.8522%,10.4449%,11.6802%,22.8197%,8.0000%,9.1684%,10.1440%,6.8193%,11.5999%,8.6945%,9.6515%,10.6073%,18.7994%,18.5442%,4.8180%,7.5660%,11.1806%,3.4811%,24.2021%,6.9035%,33.4292%,10.7040%,4.5821%,15.7973%,32.6050%,19.1922%,9.8466%,9.0009%,32.3605%,13.8889%,24.3084%,12.8927%,12.5177%,11.8608%,12.1846%,16.1652%,9.6969%,6.9950%,18.5802%,6.4800%,5.0674%,19.9482%,9.3551%,13.4181%,18.0646%,19.8585%,3.5164%,8.3416%,8.9528%,9.1784%,26.7060%,15.5689%,7.3546%,5.0969%,12.0754%,8.8355%,12.0831%,15.0925%,5.5019%,9.0961%,13.0164%,18.9957%,15.1342%,33.4228%,10.2037%,5.4035%,10.4666%,15.5903%,10.7677%,9.0805%,14.6528%,15.7062%,9.7716%,7.8901%,14.8314%,14.0496%,14.4609%,20.0135%,27.6580%,9.6401%,9.1529%
63,"Families, households and marital status",Household and dwelling characteristics,,    Row house,4.9462%,2.1678%,0.7052%,1.9492%,2.6720%,0.2835%,0.0581%,4.1129%,1.5205%,0.2797%,0.2281%,1.0848%,0.1794%,5.2445%,4.7884%,0.5261%,2.4822%,0.6957%,0.1408%,5.3989%,0.2009%,1.8235%,3.6297%,0.7020%,3.8727%,0.0911%,2.7298%,0.7429%,0.3104%,0.2037%,5.2309%,6.2393%,3.1126%,1.8401%,0.9334%,2.7828%,0.8368%,2.2392%,5.4463%,1.1845%,3.2548%,1.9413%,2.5760%,0.2343%,0.3727%,4.4275%,2.3236%,3.0251%,2.7666%,0.5866%,1.2121%,0.1201%,6.3186%,0.5937%,0.6846%,2.9270%,0.0000%,1.0630%,1.4784%,3.9329%,0.0904%,0.7300%,3.3435%,1.4318%,0.5393%,2.3168%,5.4895%,0.0000%,0.2054%,0.2306%,0.4457%,3.8884%,0.8925%,8.0833%,0.9396%,2.7004%,2.2956%,2.6940%,5.2707%,3.0723%,2.4645%,3.1559%,0.8346%,0.6744%,2.2682%,0.1864%,2.3079%,2.7582%,3.0211%,0.5372%,1.4446%,0.0943%,0.7764%,0.0000%,2.1337%,3.9362%,2.4249%,0.7688%,1.7069%,0.3620%,4.6746%,4.0840%,1.0788%,2.1370%,1.2427%,3.9896%,0.4965%,0.0503%,1.6144%,1.6248%,5.9549%,3.0317%,2.2540%,1.7564%,3.3520%,1.1796%,1.5765%,0.4826%,0.4027%,5.3757%,3.7465%,2.0845%,0.8496%,5.2753%,3.9325%,1.7888%,0.8893%,2.7032%,1.2895%,1.6755%,1.4761%,1.5571%,0.4487%,2.3922%,0.2543%,2.0210%,0.5077%,1.7561%,2.8087%,4.0530%
73,"Families, households and marital status",Household and dwelling characteristics,,  5 or more persons,5.6504%,4.9459%,3.2354%,1.2776%,2.4373%,3.6225%,0.5621%,2.1967%,3.6491%,4.7771%,3.4210%,4.8899%,2.7141%,5.7966%,3.4295%,3.4018%,4.9644%,1.6523%,4.3926%,0.8141%,3.7167%,2.2338%,4.4155%,0.4308%,4.4286%,4.0372%,3.9222%,3.2194%,2.7416%,2.6193%,3.5304%,4.7594%,2.9078%,4.3364%,2.4608%,2.3619%,3.0898%,4.7199%,5.2876%,5.3638%,3.5238%,3.1651%,5.5168%,3.3968%,3.4476%,5.8378%,2.9132%,2.8739%,3.2119%,1.4890%,2.1735%,6.8033%,3.5727%,2.9229%,6.4433%,5.9183%,2.5409%,3.9587%,2.4906%,2.7844%,4.2955%,4.5553%,2.7027%,5.0455%,2.9662%,3.1935%,4.9099%,3.1552%,3.1834%,3.8869%,3.3575%,1.8317%,1.8346%,6.7132%,4.1539%,2.7004%,6.3224%,1.3249%,5.2421%,0.9997%,3.8623%,6.7215%,1.9374%,0.6744%,2.3990%,3.1994%,3.8395%,0.5292%,2.4337%,1.9876%,4.7671%,2.8760%,3.5341%,2.8701%,2.4230%,3.6920%,4.6167%,2.2424%,4.4569%,3.4386%,3.5638%,4.2739%,3.7535%,2.4709%,2.5092%,6.8178%,2.5323%,4.0740%,5.0227%,1.6019%,2.5291%,4.0422%,5.3608%,2.3552%,4.2629%,3.1882%,2.4343%,5.9363%,6.7036%,2.9899%,1.5118%,3.1982%,0.5841%,4.8189%,6.1539%,3.5967%,3.5571%,4.1449%,4.5492%,2.0819%,2.2437%,3.7913%,5.1884%,1.9935%,2.2250%,2.2998%,1.8617%,1.0776%,4.8019%,3.9854%
72,"Families, households and marital status",Household and dwelling characteristics,,  4 persons,6.0111%,5.6194%,6.5953%,2.8992%,5.4703%,6.1110%,2.2289%,4.6738%,6.2338%,6.5201%,4.8654%,4.8899%,5.9217%,5.5895%,5.3061%,5.7516%,6.4753%,4.4787%,5.8850%,2.2710%,6.4792%,3.9661%,7.5962%,1.1008%,6.5039%,5.4335%,6.7775%,5.9082%,6.6211%,6.3737%,6.3399%,5.7193%,5.2014%,5.9768%,4.3275%,6.1035%,5.8256%,6.1029%,5.6578%,4.3358%,6.9400%,5.7816%,5.7220%,5.8176%,4.5658%,5.8378%,5.7224%,5.8990%,5.5969%,4.7378%,5.4336%,5.8028%,6.2301%,5.3891%,5.9198%,6.0470%,5.5691%,5.9380%,5.0608%,5.6731%,6.1494%,5.8109%,3.1764%,5.6136%,7.4965%,7.3262%,5.9328%,6.0010%,8.7287%,7.5433%,8.1709%,3.5992%,4.8096%,6.0625%,6.5770%,6.3957%,5.4945%,3.4154%,6.1587%,1.6093%,5.1865%,6.2967%,7.1833%,2.4277%,4.5800%,5.8085%,5.7698%,1.6196%,6.5039%,3.4381%,5.4532%,5.7756%,5.9438%,6.4984%,4.3035%,6.3928%,7.0416%,5.8944%,6.1323%,8.4608%,4.0729%,6.2209%,5.4392%,5.3760%,4.6838%,6.6565%,8.3416%,5.7841%,6.0093%,3.1123%,4.9684%,6.7090%,5.1172%,6.8261%,5.8296%,6.1850%,6.5146%,5.4537%,5.2350%,4.5603%,3.1550%,5.2256%,1.4716%,5.7864%,5.9588%,5.6329%,4.8077%,5.9470%,5.8387%,5.2544%,5.2256%,6.3188%,5.9830%,6.5386%,5.5944%,5.2268%,5.8390%,3.1529%,5.4180%,5.2688%
71,"Families, households and marital status",Household and dwelling characteristics,,  3 persons,6.8526%,7.0716%,7.3420%,5.0449%,6.3369%,6.8985%,5.4658%,7.5248%,7.1081%,5.1214%,7.2221%,6.1749%,6.5497%,6.2336%,6.7944%,7.5051%,5.9357%,6.6528%,7.5182%,4.9704%,7.6344%,5.0602%,6.9226%,3.8290%,6.9486%,6.5262%,6.8403%,8.0308%,7.4488%,7.5087%,8.1143%,6.8792%,7.3038%,6.9326%,6.5762%,6.9454%,6.5658%,6.8713%,7.0326%,5.5426%,7.2090%,7.3852%,6.2007%,6.0128%,4.5658%,6.5101%,7.3177%,6.6552%,7.6957%,6.0238%,6.0606%,6.1229%,7.7064%,6.4852%,5.7990%,6.2078%,5.7779%,7.0010%,6.7326%,6.7521%,6.6920%,6.2781%,5.5169%,6.3636%,5.9325%,6.8879%,6.9670%,6.7434%,6.5380%,5.5998%,5.9722%,6.0737%,6.8921%,6.0967%,6.7253%,6.8221%,6.1719%,5.9180%,6.1873%,3.7306%,7.8349%,6.0994%,6.4382%,5.1251%,6.4556%,7.2063%,7.5322%,4.4259%,6.2101%,6.4464%,6.2116%,7.7558%,6.5596%,6.9317%,6.8349%,7.3122%,6.6685%,5.5741%,7.5231%,6.7867%,5.3226%,6.6483%,6.9451%,6.1774%,4.8033%,5.5381%,7.3982%,7.1421%,6.2186%,5.3321%,6.4572%,6.8774%,6.8026%,7.0456%,6.8862%,7.2371%,6.0973%,6.2259%,5.0455%,6.9159%,5.9156%,6.5677%,4.3997%,6.4617%,6.0639%,7.5550%,6.7252%,7.2085%,6.7342%,7.9807%,6.9674%,6.7476%,6.3476%,7.1765%,7.4380%,6.0980%,6.0083%,4.7494%,6.7408%,6.8225%
60,"Families, households and marital status",Household and dwelling characteristics,,  Apartment in a building that has five or more storeys,7.2820%,13.2382%,2.1155%,26.7477%,22.6395%,12.9465%,57.3710%,27.5752%,13.4940%,8.5858%,10.1110%,16.1883%,4.2394%,18.7008%,6.0826%,16.7988%,6.3674%,28.9156%,21.0903%,28.9228%,1.6575%,24.4347%,0.0000%,57.6101%,7.2821%,14.0542%,8.3778%,0.0000%,3.4140%,5.1222%,20.8125%,15.0782%,6.1843%,8.8012%,11.3280%,9.7516%,15.4812%,21.7993%,14.5410%,13.5437%,9.6030%,26.6712%,29.2938%,26.7843%,18.8688%,11.1672%,3.5722%,10.9912%,33.8994%,29.3972%,14.9843%,0.0000%,11.4562%,18.0398%,5.7184%,10.1962%,11.8691%,21.1128%,28.0792%,5.0118%,6.0137%,16.5567%,25.8011%,21.6364%,8.5212%,8.7664%,15.3661%,20.6323%,1.4034%,6.0939%,3.1198%,18.9922%,11.2555%,7.2499%,7.9122%,19.1870%,7.4138%,31.8278%,12.2028%,40.1834%,18.3550%,18.7079%,13.5618%,49.8516%,10.2940%,16.0900%,18.4633%,50.1764%,5.8745%,47.5154%,22.9325%,7.1900%,12.8246%,5.6320%,2.2422%,19.2788%,4.9897%,11.8529%,9.3248%,3.9815%,33.6018%,4.3689%,14.6543%,11.4866%,23.8494%,2.1830%,0.0000%,19.7666%,23.7981%,32.8161%,7.8024%,9.7968%,11.0263%,4.1316%,17.7075%,30.8614%,2.9675%,6.5637%,31.5520%,1.7818%,14.7890%,18.4752%,59.5709%,12.7227%,6.7994%,29.4398%,24.4831%,4.5053%,6.6805%,31.9229%,27.3382%,16.8803%,17.4441%,5.5020%,7.7559%,9.0250%,16.8825%,34.4428%,19.9507%,8.0046%
70,"Families, households and marital status",Household and dwelling characteristics,,  2 persons,8.1407%,9.7866%,11.9462%,17.1002%,13.7931%,11.2770%,20.6613%,15.2365%,11.4414%,10.3934%,11.6314%,10.6475%,12.8303%,8.3728%,12.3593%,11.3979%,10.9001%,15.2187%,9.9116%,18.6391%,10.7986%,17.3687%,10.0659%,20.9955%,9.3574%,11.4437%,10.0722%,12.6654%,11.3801%,12.6892%,11.0532%,9.2989%,13.7065%,10.4559%,15.6131%,12.6982%,13.1638%,9.2202%,9.3591%,8.9844%,11.5128%,11.5209%,9.3011%,12.1818%,14.8621%,7.9040%,12.4853%,13.5122%,12.6248%,16.0410%,14.2529%,7.4436%,11.5153%,11.9200%,8.1749%,8.6523%,14.2708%,11.4728%,14.5684%,12.9472%,10.2641%,10.1326%,14.3773%,10.3864%,12.9975%,11.5216%,9.5697%,13.2702%,9.9610%,11.1338%,10.2508%,17.4176%,15.6188%,6.9302%,10.1375%,13.7862%,7.3762%,17.4449%,9.1664%,16.6293%,10.5569%,6.2056%,12.9359%,18.1738%,14.1324%,11.9898%,11.4976%,21.2957%,12.9658%,15.2028%,8.8118%,12.0934%,12.1285%,12.6178%,16.0929%,11.1766%,9.2800%,13.5187%,10.3047%,11.2659%,12.9594%,9.9250%,11.1705%,13.9909%,16.1545%,6.2263%,11.2711%,10.7132%,8.9691%,15.3783%,13.8470%,11.1161%,9.3612%,13.1731%,10.8941%,11.2861%,13.5392%,8.4942%,7.7222%,14.1942%,15.1177%,12.2216%,21.9532%,9.2363%,7.2947%,11.7987%,11.5329%,10.0469%,9.9402%,14.2761%,14.4367%,11.7350%,9.0773%,12.9176%,14.6217%,13.0323%,14.3437%,19.3566%,10.2381%,10.9092%
59,"Families, households and marital status",Household and dwelling characteristics,,  Single-detached house,11.4897%,11.7439%,23.5606%,2.1130%,12.5835%,13.2615%,0.0194%,9.4644%,11.8975%,20.7437%,10.1110%,12.9172%,21.9820%,3.1283%,6.4061%,11.2927%,24.5521%,7.3919%,10.0805%,1.3712%,16.8759%,7.9778%,26.2685%,0.0319%,11.6180%,14.6005%,21.2112%,8.7738%,7.0867%,16.8801%,7.8370%,8.5190%,4.4642%,12.3531%,2.6305%,8.2784%,16.4467%,6.7396%,10.4695%,8.5151%,21.1158%,8.1448%,0.0000%,11.4790%,15.7007%,1.3611%,6.6935%,21.9320%,3.1483%,6.1818%,11.0972%,24.8119%,9.7437%,15.3453%,4.2284%,3.6989%,12.8785%,7.4775%,11.7707%,5.1511%,15.1022%,10.5414%,0.3901%,9.8864%,24.9164%,15.9048%,8.3763%,14.5694%,21.2912%,22.5311%,21.1849%,1.7353%,14.6767%,7.9349%,16.1705%,16.8656%,14.6771%,6.6394%,13.0622%,0.3170%,7.0257%,5.0222%,12.8763%,1.6016%,13.5654%,17.1461%,10.6164%,0.1123%,6.8395%,0.0269%,7.5840%,13.1777%,16.2249%,24.0442%,2.5676%,7.3409%,16.7413%,8.0728%,6.3851%,29.8163%,0.0463%,16.8582%,12.4292%,4.5078%,11.7096%,16.3993%,20.1092%,11.5683%,6.6073%,0.9154%,3.1030%,18.2181%,15.1281%,23.1128%,11.2220%,3.8258%,12.0091%,15.2027%,0.0000%,2.3254%,1.6432%,7.1388%,0.3869%,11.7553%,11.6174%,3.3113%,9.0040%,4.5504%,18.9490%,6.7117%,11.9863%,16.2484%,11.7977%,7.0569%,23.9669%,6.4116%,11.8473%,4.1507%,4.4758%,14.6244%
61,"Families, households and marital status",Household and dwelling characteristics,,  Other attached dwelling,12.5202%,9.2604%,12.6514%,23.3408%,8.5575%,12.1275%,1.0854%,7.5248%,10.3771%,7.7036%,20.1460%,6.8091%,15.0285%,11.8922%,27.8892%,12.1344%,4.1010%,13.0011%,5.3500%,24.9379%,18.4329%,16.8673%,6.4736%,5.0893%,15.3610%,11.1098%,7.4365%,30.0361%,30.0538%,18.8300%,8.1882%,11.5186%,31.1809%,16.2473%,32.2020%,24.8819%,8.3038%,6.2566%,8.9361%,14.8400%,6.2675%,3.7981%,6.3603%,4.2168%,11.5076%,20.0387%,31.7334%,7.3107%,3.4027%,14.0782%,19.3730%,4.7223%,16.5643%,4.4757%,21.3837%,18.6234%,20.9885%,9.3102%,4.0714%,31.8460%,16.6848%,11.3298%,22.5411%,3.8636%,5.2314%,14.5272%,10.4676%,5.5679%,14.3424%,9.3221%,13.9054%,27.0262%,21.7672%,15.4816%,11.0276%,4.7375%,6.7552%,13.8676%,8.3930%,15.8246%,12.6904%,6.2663%,17.9136%,7.5359%,22.9870%,4.7524%,8.5183%,9.9423%,29.2044%,3.7873%,7.5840%,20.6271%,10.9772%,11.3181%,41.0097%,11.6219%,12.8241%,26.0123%,19.1554%,1.1311%,12.2651%,15.2911%,13.6204%,29.9519%,12.4026%,10.2267%,17.8252%,5.3818%,5.0526%,18.3761%,32.3935%,8.0844%,5.6045%,14.1711%,7.7789%,5.2924%,28.6781%,9.8456%,2.1556%,37.6903%,28.1320%,16.7333%,1.8661%,11.9926%,12.4580%,6.1658%,8.8095%,29.0142%,10.5670%,5.5716%,5.2846%,5.2582%,5.2071%,30.9784%,12.0788%,25.6464%,19.2519%,17.3611%,12.4307%,13.4423%
58,"Families, households and marital status",Household and dwelling characteristics,,Occupied private dwellings by structural type of dwelling,31.3434%,34.2425%,38.3275%,52.2014%,43.7805%,38.3040%,58.4370%,44.5644%,35.7306%,37.0546%,40.3679%,35.9312%,41.2947%,33.6753%,40.5073%,40.2259%,35.0205%,49.2652%,36.4927%,55.1890%,37.0166%,49.3253%,32.7795%,62.7951%,34.2796%,39.7644%,37.0568%,38.8806%,40.6062%,40.8615%,36.8748%,35.1158%,41.8020%,37.4444%,46.1179%,42.9353%,40.2639%,34.7515%,34.0525%,36.8541%,36.9324%,38.6985%,35.6996%,42.5582%,46.1237%,32.5014%,41.9643%,40.2339%,40.4821%,49.7699%,45.4545%,29.5742%,37.7938%,37.7695%,31.4111%,32.5185%,45.6666%,37.9004%,43.9554%,41.9741%,37.8459%,38.4278%,48.7322%,35.3864%,38.6690%,39.0733%,34.1986%,40.7696%,37.1397%,37.8483%,38.2696%,47.7537%,47.7489%,30.6321%,35.1597%,40.8376%,28.9214%,52.3201%,33.6580%,56.3250%,38.0343%,29.9508%,44.3517%,58.9723%,46.8900%,38.0195%,37.5981%,60.1988%,42.0023%,51.3296%,38.1365%,40.9948%,40.0000%,41.0484%,45.7833%,38.2560%,34.6018%,45.8098%,34.8970%,34.9290%,45.9132%,36.5657%,40.7489%,46.0131%,48.0094%,28.7874%,37.9345%,36.7166%,35.3982%,52.1305%,43.3168%,36.0712%,31.7183%,41.4155%,36.6538%,40.0115%,43.7010%,31.6602%,33.7787%,41.7069%,44.6957%,42.3472%,61.8391%,36.4522%,30.8898%,38.9168%,42.2410%,38.0699%,36.1966%,44.2360%,44.5796%,38.3869%,34.4676%,43.4973%,43.8017%,41.0133%,48.0240%,55.9946%,36.8753%,36.1051%
68,"Families, households and marital status",Household and dwelling characteristics,,Private households by household size,31.3434%,34.2636%,38.3275%,52.1686%,43.7805%,38.3985%,58.4370%,44.5410%,35.6926%,37.0546%,40.2919%,35.9146%,41.2723%,33.7213%,40.5073%,40.2609%,34.9665%,49.2652%,36.5208%,55.1461%,36.9663%,49.2797%,32.7421%,62.7632%,34.2610%,39.7948%,37.0568%,38.8453%,40.6062%,40.8615%,36.8378%,35.1158%,41.8294%,37.4301%,46.1179%,42.9587%,40.2961%,34.7515%,34.0525%,36.8765%,36.9055%,38.6985%,35.6996%,42.5582%,46.1237%,32.5506%,41.9990%,40.2339%,40.4503%,49.7248%,45.4754%,29.6142%,37.7938%,37.7695%,31.4111%,32.5185%,45.7362%,37.9004%,43.9440%,41.9741%,37.8007%,38.3694%,48.7044%,35.3864%,38.6150%,39.0733%,34.1759%,40.7696%,37.0713%,37.8813%,38.2398%,47.7216%,47.7985%,30.6663%,35.1597%,40.7902%,28.9214%,52.3348%,33.6866%,56.3494%,38.1078%,29.9812%,44.3219%,58.9891%,46.8464%,37.9884%,37.5981%,60.2309%,42.0443%,51.3564%,38.1726%,40.9241%,39.9732%,40.9943%,45.7833%,38.2704%,34.6018%,45.8098%,34.8970%,34.9742%,45.9132%,36.5182%,40.7264%,45.9797%,48.0333%,28.7982%,37.8848%,36.7166%,35.4281%,52.1305%,43.2810%,36.0712%,31.7386%,41.4155%,36.6538%,39.9796%,43.7242%,31.6602%,33.7313%,41.7673%,44.6299%,42.3187%,61.8239%,36.4522%,30.8598%,38.9549%,42.2132%,38.0699%,36.2145%,44.2261%,44.5501%,38.4095%,34.4863%,43.4575%,43.9288%,41.0482%,48.0663%,56.0345%,36.8391%,36.1051%
74,"Families, households and marital status",Household and dwelling characteristics,,Number of persons in private households,98.9936%,98.8340%,99.8009%,93.8380%,97.4905%,98.1856%,99.2557%,98.7568%,96.2445%,99.4793%,96.8527%,97.1295%,97.2814%,99.1627%,99.5212%,99.7054%,99.1258%,98.4868%,99.7072%,94.1812%,99.4977%,98.3315%,99.8354%,96.7454%,97.4652%,99.7147%,99.1528%,99.6250%,99.2655%,99.3888%,99.2015%,97.5083%,99.0853%,99.8516%,99.3636%,98.2648%,97.7792%,97.6906%,99.8837%,97.8008%,99.6611%,96.7674%,99.9179%,98.9770%,98.9098%,99.0948%,99.7087%,97.3077%,99.9173%,98.4117%,97.5967%,99.8479%,99.8583%,92.3913%,99.9517%,99.9357%,99.0254%,99.7361%,98.3396%,98.0092%,99.8372%,99.8657%,97.2973%,99.9091%,98.8566%,99.9374%,98.8794%,99.3875%,99.6782%,99.5784%,98.9422%,96.7286%,99.8116%,99.9338%,97.4681%,99.0146%,98.0920%,98.1039%,98.2813%,89.9737%,97.5502%,99.5934%,99.8808%,97.5285%,98.4472%,96.4776%,99.1775%,97.6106%,97.9775%,98.6301%,98.2665%,98.8449%,99.0897%,99.8050%,99.5588%,99.7558%,99.9347%,97.9626%,99.9178%,99.9457%,98.7689%,98.3474%,99.9730%,99.2721%,98.5279%,99.0730%,100.0000%,98.0787%,98.3018%,94.5352%,96.9831%,99.2309%,98.5867%,99.3374%,98.4843%,98.7375%,99.3880%,97.6834%,98.7540%,98.0007%,87.7481%,98.1154%,99.5555%,98.4046%,98.7332%,99.2045%,98.3215%,99.9279%,98.7033%,99.6253%,98.7837%,99.9504%,99.1119%,99.0750%,99.7457%,91.9925%,99.8985%,98.8186%,99.8804%,94.7717%
